json_path,tag,detail,n_events,H0_map,H0_edge,p50,p16,p84,mean,sd,slope_event,slope_sel,slope_total,delta_event,delta_sel,delta_total,exp_event_per_event,ess_min_min,ess_min_median,finite_frac_min,b_median,dropped_events
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,baseline,none,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_ess,>=0,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_ess,>=1,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_ess,>=10,21,198.66666666666666,interior,188.5391059051178,174.32232160862816,196.98860701864018,186.1173297952528,11.67631812932353,33.6438646589315,-12.396437505109564,21.247427153821935,57.13785424861757,-31.47767697693375,25.66017727168382,1.6905592824019737,25.687397947562648,2268.1908368653544,1.0,1.8504236238905598,GW191127_050227;GW191230_180458;GW200208_222617;GW200216_220804
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_ess,>=100,17,200.0,high,191.8897826582418,180.3850001692892,197.8310169755745,189.63324348879715,9.384946565867725,32.21764009040431,-10.035211313660122,22.182428776744185,52.70076682323899,-25.481928981327318,27.218837841911675,1.9261663238446214,334.9262644962104,2691.4762092098385,1.0,1.9626885997672945,GW191127_050227;GW191222_033537;GW191230_180458;GW200128_022011;GW200208_130117;GW200208_222617;GW200209_085452;GW200216_220804
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_ess,>=1000,13,200.0,high,192.94342636457134,182.6246670464849,198.15624308614008,190.84603978337498,8.587503075249405,28.480455042158372,-7.673985122210683,20.80646991994769,46.12765139340962,-19.486180985720893,26.641470407688733,2.2046708661471355,1164.9472015147762,3487.6773548268143,1.0,2.3440375155314275,GW191113_071753;GW191126_115259;GW191127_050227;GW191204_110529;GW191215_223052;GW191222_033537;GW191230_180458;GW200128_022011;GW200208_130117;GW200208_222617;GW200209_085452;GW200216_220804
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_finite_frac,>=0,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_finite_frac,>=0.5,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,min_finite_frac,>=0.9,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,drop_worst_ess,0,25,190.66666666666666,interior,180.23375115505962,155.64459602090818,189.5597903775781,175.03422498505597,16.86465790057251,28.891793732239822,-14.757663696559007,14.134130035680817,45.94808363451938,-37.47342497254018,8.474658661979205,1.141965981527747,1.0007247861043829,1164.9472015147762,1.0,1.4722140293436916,
outputs/siren_gate2_popmarg_realdata_lvk50_20260205_005345UTC/json/gr_h0_selection_on_lvk_0000.json,drop_worst_ess,1,24,190.66666666666666,interior,184.8732548722247,167.75849946241834,194.54987095579003,181.36356607775355,14.582867100359891,31.73021319585031,-14.167357148696643,17.562856047153666,55.9275869246124,-35.974487973638574,19.953098950973825,1.4479068150783772,1.0263391954978232,1502.3194538503667,1.0,1.5596312421823901,GW200208_222617
