timestamp_utc,timestamp_iso,out_dir,json_path,manifest_path,selection_mode,weight_mode,det_model,omega_m0,omega_k0,z_max,H0_min,H0_max,H0_n,H0_step,n_events,n_events_skipped,gate2_pass,H0_map,H0_map_at_edge,p16,p50,p84,mean,sd,pop_z_mode,pop_z_k,pop_mass_mode,pop_m1_alpha,pop_m_min,pop_m_max,pop_q_beta,pop_m_taper_delta,pop_m_peak,pop_m_peak_sigma,pop_m_peak_frac,selection_include_h0_volume_scaling,pop_z_include_h0_volume_scaling,include_pdet_in_event_term,importance_smoothing,importance_truncate_tau,event_qc_mode,event_min_finite_frac,params_json
20260203_075322UTC,2026-02-03T07:53:22+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/gr_h0_selection_off.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/manifest.json,off,,,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,True,156.0,False,130.67014432302122,152.37706520308575,174.08449804200802,152.66186939781463,21.052411755479696,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": null, ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""off"", ""weight_mode"": null, ""z_max"": 0.8}"
20260203_075322UTC,2026-02-03T07:53:22+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/gr_h0_selection_on_inv_sampling_pdf.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/manifest.json,on,inv_sampling_pdf,snr_mchirp_binned,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,True,63.0,False,48.96818767481793,67.55064676643586,91.81358466822918,70.9448305060487,20.865885437460804,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 455544, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.8}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""on"", ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.8}"
20260203_075322UTC,2026-02-03T07:53:22+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/gr_h0_selection_on_none.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi0/json/manifest.json,on,none,snr_mchirp_binned,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,False,40.0,True,40.0,40.0,40.433720080589495,40.31688910095869,0.6571123719977817,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 455544, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""none"", ""z_max"": 0.8}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""on"", ""weight_mode"": ""none"", ""z_max"": 0.8}"
20260203_075345UTC,2026-02-03T07:53:45+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/gr_h0_selection_off.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/manifest.json,off,,,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,True,156.0,False,130.67014432302122,152.37706520308575,174.08449804200802,152.66186939781463,21.052411755479696,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,True,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": null, ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": true, ""selection_mode"": ""off"", ""weight_mode"": null, ""z_max"": 0.8}"
20260203_075345UTC,2026-02-03T07:53:45+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/gr_h0_selection_on_inv_sampling_pdf.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/manifest.json,on,inv_sampling_pdf,snr_mchirp_binned,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,False,200.0,True,195.11534352156377,198.12038725423207,199.48485524751362,197.82188782748568,2.5752004038635135,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,True,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 455544, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.8}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": true, ""selection_mode"": ""on"", ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.8}"
20260203_075345UTC,2026-02-03T07:53:45+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/gr_h0_selection_on_none.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.80_pznone_pmnone_zsc0_xi1/json/manifest.json,on,none,snr_mchirp_binned,0.31,0.0,0.8,40.0,200.0,161,1.0,33,0,False,200.0,True,195.44372622845435,198.2385411160003,199.51632406782855,198.01040790122596,2.395393843198709,none,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,True,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 455544, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""none"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""none"", ""z_max"": 0.8}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": true, ""selection_mode"": ""on"", ""weight_mode"": ""none"", ""z_max"": 0.8}"
20260203_075717UTC,2026-02-03T07:57:17+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/gr_h0_selection_off.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/manifest.json,off,,,0.31,0.0,0.9,40.0,200.0,161,1.0,33,0,False,200.0,True,183.71168535664737,193.17752904358656,198.18290401052283,191.59157752101723,7.73231505150992,comoving_uniform,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": null, ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform""}, ""prior"": ""uniform"", ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""off"", ""weight_mode"": null, ""z_max"": 0.9}"
20260203_075717UTC,2026-02-03T07:57:17+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/gr_h0_selection_on_inv_sampling_pdf.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/manifest.json,on,inv_sampling_pdf,snr_mchirp_binned,0.31,0.0,0.9,40.0,200.0,161,1.0,33,0,False,200.0,True,168.14551287823514,184.91127152640868,195.44073274154127,182.4185251350891,13.954512593107463,comoving_uniform,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 471813, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.9}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""on"", ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.9}"
20260203_075717UTC,2026-02-03T07:57:17+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/gr_h0_selection_on_none.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc0_xi0/json/manifest.json,on,none,snr_mchirp_binned,0.31,0.0,0.9,40.0,200.0,161,1.0,33,0,False,40.0,True,40.0,40.492625469254754,46.44860834083228,62.59294537921005,51.9941412886366,comoving_uniform,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,False,False,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": false, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 471813, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""none"", ""z_max"": 0.9}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": false, ""selection_mode"": ""on"", ""weight_mode"": ""none"", ""z_max"": 0.9}"
20260203_075741UTC,2026-02-03T07:57:41+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1/json/gr_h0_selection_off.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1/json/manifest.json,off,,,0.31,0.0,0.9,40.0,200.0,161,1.0,33,0,False,40.0,True,40.0,40.29124286735108,42.36078346206122,41.34935979651759,1.8043481879226693,comoving_uniform,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,True,True,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": null, ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": true, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform""}, ""prior"": ""uniform"", ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": true, ""selection_mode"": ""off"", ""weight_mode"": null, ""z_max"": 0.9}"
20260203_075741UTC,2026-02-03T07:57:41+00:00,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1/json/gr_h0_selection_on_inv_sampling_pdf.json,outputs/gate2_realdata_sweep2_20260203_074949UTC/zmax0.90_pzcomov_pmnone_zsc1_xi1/json/manifest.json,on,inv_sampling_pdf,snr_mchirp_binned,0.31,0.0,0.9,40.0,200.0,161,1.0,33,0,False,200.0,True,168.14551287823576,184.91127152640885,195.4407327415412,182.41852513508925,13.954512593107475,comoving_uniform,0.0,none,2.3,5.0,200.0,0.0,3.0,35.0,5.0,0.1,True,True,False,psis,,skip,0.0,"{""H0_max"": 200.0, ""H0_min"": 40.0, ""H0_n"": 161, ""det_model"": ""snr_mchirp_binned"", ""event_min_finite_frac"": 0.0, ""event_qc_mode"": ""skip"", ""importance_smoothing"": ""psis"", ""importance_truncate_tau"": null, ""include_pdet_in_event_term"": false, ""inj_mass_pdf_coords"": ""m1m2"", ""method"": ""gr_h0_grid_hierarchical_pe"", ""n_events"": 33, ""n_events_skipped"": 0, ""omega_k0"": 0.0, ""omega_m0"": 0.31, ""pop_z_include_h0_volume_scaling"": true, ""population"": {""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform""}, ""prior"": ""uniform"", ""selection_alpha"": {""det_model"": ""snr_mchirp_binned"", ""inj_mass_pdf_coords"": ""m1m2"", ""mchirp_binned_nbins"": 20, ""method"": ""o3a_injections_snr_rescale_gr_h0_grid"", ""n_injections_used"": 471813, ""pop_m1_alpha"": 2.3, ""pop_m_max"": 200.0, ""pop_m_min"": 5.0, ""pop_m_peak"": 35.0, ""pop_m_peak_frac"": 0.1, ""pop_m_peak_sigma"": 5.0, ""pop_m_taper_delta"": 3.0, ""pop_mass_mode"": ""none"", ""pop_q_beta"": 0.0, ""pop_z_k"": 0.0, ""pop_z_mode"": ""comoving_uniform"", ""snr_binned_nbins"": 200, ""snr_threshold"": null, ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.9}, ""selection_ifar_threshold_yr"": 1.0, ""selection_include_h0_volume_scaling"": true, ""selection_mode"": ""on"", ""weight_mode"": ""inv_sampling_pdf"", ""z_max"": 0.9}"
